"Uniprot_ID","Start_Coverage_IDR","End_Coverage_IDR","Sequence_Length","N_Terminal_Status","C_Terminal_Status","Non_Tail_Status","FD_IDR_terminal_dist","Start_Coverage_FD","End_Coverage_FD","IDR_Length","FD_Length"
"Q9P278",11,34,1114,0,0,1,NA,NA,NA,23,NA
"Q9P278",75,130,1114,0,0,1,NA,NA,NA,55,NA
"Q9P278",195,294,1114,0,0,1,NA,NA,NA,99,NA
"Q9P278",579,668,1114,0,0,1,NA,NA,NA,89,NA
"Q9P278",725,837,1114,0,0,1,NA,NA,NA,112,NA
"Q9P278",867,924,1114,0,0,1,NA,NA,NA,57,NA
"Q9H8V3",359,452,914,0,0,1,NA,NA,NA,93,NA
"Q9H8V3",854,895,914,0,0,1,NA,NA,NA,41,NA
"P38646",1,29,679,1,0,0,23,52,431,28,379
"P38646",651,679,679,0,1,0,54,439,597,28,158
"P53355",718,740,1430,0,0,1,NA,NA,NA,22,NA
"P53355",1411,1430,1430,0,1,0,67,1334,1344,19,10
"Q96CS3",280,362,445,0,0,1,NA,NA,NA,82,NA
"Q9NQX3",179,298,736,0,0,1,NA,NA,NA,119,NA
"O43559",127,232,492,0,0,1,NA,NA,NA,105,NA
"O43559",258,492,492,0,1,0,112,8,146,234,138
"Q9NR61",616,645,685,0,0,1,NA,NA,NA,29,NA
"P10071",1,194,1580,1,0,0,134,328,344,193,16
"P10071",359,476,1580,0,0,1,NA,NA,NA,117,NA
"P10071",588,743,1580,0,0,1,NA,NA,NA,155,NA
"P10071",792,951,1580,0,0,1,NA,NA,NA,159,NA
"P10071",967,1070,1580,0,0,1,NA,NA,NA,103,NA
"P10071",1095,1182,1580,0,0,1,NA,NA,NA,87,NA
"P10071",1202,1247,1580,0,0,1,NA,NA,NA,45,NA
"P10071",1281,1346,1580,0,0,1,NA,NA,NA,65,NA
"P10071",1390,1413,1580,0,0,1,NA,NA,NA,23,NA
"Q8N4Q1",15,42,142,0,0,1,NA,NA,NA,27,NA
"Q8N4Q1",99,142,142,0,1,0,-43,1,142,43,141
"P04040",1,40,527,1,0,0,-39,1,527,39,526
"P04040",390,418,527,0,0,1,NA,NA,NA,28,NA
"Q9NPF0",37,57,282,0,0,1,NA,NA,NA,20,NA
"Q9NPF0",196,226,282,0,0,1,NA,NA,NA,30,NA
"Q13191",1,21,982,1,0,0,15,36,427,20,391
"Q13191",447,594,982,0,0,1,NA,NA,NA,147,NA
"Q13191",610,929,982,0,0,1,NA,NA,NA,319,NA
"Q02224",990,1009,2701,0,0,1,NA,NA,NA,19,NA
"Q02224",1297,1322,2701,0,0,1,NA,NA,NA,25,NA
"Q02224",1379,1406,2701,0,0,1,NA,NA,NA,27,NA
"Q02224",2354,2379,2701,0,0,1,NA,NA,NA,25,NA
"Q02224",2505,2534,2701,0,0,1,NA,NA,NA,29,NA
"Q02224",2566,2701,2701,0,1,0,2190,2,376,135,374
"Q96A83",153,363,441,0,0,1,NA,NA,NA,210,NA
"Q96A83",389,441,441,0,1,0,61,308,328,52,20
"Q86XR8",1,65,500,1,0,0,269,334,433,64,99
"Q86XR8",255,276,500,0,0,1,NA,NA,NA,21,NA
"Q86XR8",335,357,500,0,0,1,NA,NA,NA,22,NA
"Q86XR8",429,500,500,0,1,0,-4,334,433,71,99
"Q14155",244,265,803,0,0,1,NA,NA,NA,21,NA
"Q14155",573,706,803,0,0,1,NA,NA,NA,133,NA
"Q14155",745,775,803,0,0,1,NA,NA,NA,30,NA
"Q13873",515,646,1038,0,0,1,NA,NA,NA,131,NA
"Q13873",660,702,1038,0,0,1,NA,NA,NA,42,NA
"Q13873",744,780,1038,0,0,1,NA,NA,NA,36,NA
"Q13873",850,978,1038,0,0,1,NA,NA,NA,128,NA
"Q14008",226,262,2032,0,0,1,NA,NA,NA,36,NA
"Q14008",494,581,2032,0,0,1,NA,NA,NA,87,NA
"Q14008",805,853,2032,0,0,1,NA,NA,NA,48,NA
"Q14008",1057,1174,2032,0,0,1,NA,NA,NA,117,NA
"Q14008",1420,1481,2032,0,0,1,NA,NA,NA,61,NA
"Q14008",1800,1825,2032,0,0,1,NA,NA,NA,25,NA
"Q14008",1894,1930,2032,0,0,1,NA,NA,NA,36,NA
"Q14008",1947,2032,2032,0,1,0,866,846,1081,85,235
"Q96DZ5",1,56,547,1,0,0,229,285,366,55,81
"Q96DZ5",362,417,547,0,0,1,NA,NA,NA,55,NA
"Q96DZ5",478,519,547,0,0,1,NA,NA,NA,41,NA
"Q9ULH1",296,329,1129,0,0,1,NA,NA,NA,33,NA
"Q9ULH1",709,1067,1129,0,0,1,NA,NA,NA,358,NA
"P28223",421,471,471,0,1,0,18,313,403,50,90
"Q9UHI8",1,30,967,1,0,0,223,253,548,29,295
"Q9UHI8",167,252,967,0,0,1,NA,NA,NA,85,NA
"Q7Z6K5",206,226,226,0,1,0,-16,211,222,20,11
"P43146",705,733,1447,0,0,1,NA,NA,NA,28,NA
"P43146",1049,1093,1447,0,0,1,NA,NA,NA,44,NA
"P43146",1122,1244,1447,0,0,1,NA,NA,NA,122,NA
"P43146",1259,1426,1447,0,0,1,NA,NA,NA,167,NA
"P04440",116,136,258,0,0,1,NA,NA,NA,20,NA
"Q9Y692",1,30,573,1,0,0,59,89,182,29,93
"Q9Y692",346,400,573,0,0,1,NA,NA,NA,54,NA
"Q9Y692",512,536,573,0,0,1,NA,NA,NA,24,NA
"Q9P0U4",1,24,656,1,0,0,137,161,222,23,61
"Q9P0U4",69,167,656,0,0,1,NA,NA,NA,98,NA
"Q9P0U4",214,393,656,0,0,1,NA,NA,NA,179,NA
"Q7LFL8",1,110,322,1,0,0,144,254,306,109,52
"Q7LFL8",123,143,322,0,0,1,NA,NA,NA,20,NA
"A0FGR8",1,105,921,1,0,0,86,191,662,104,471
"A0FGR8",551,573,921,0,0,1,NA,NA,NA,22,NA
"A0FGR8",653,765,921,0,0,1,NA,NA,NA,112,NA
"Q6UWV6",420,440,458,0,0,1,NA,NA,NA,20,NA
"Q9NQC7",306,474,956,0,0,1,NA,NA,NA,168,NA
"O75140",426,455,1603,0,0,1,NA,NA,NA,29,NA
"O75140",468,530,1603,0,0,1,NA,NA,NA,62,NA
"O75140",556,732,1603,0,0,1,NA,NA,NA,176,NA
"O75140",818,848,1603,0,0,1,NA,NA,NA,30,NA
"O75140",1000,1041,1603,0,0,1,NA,NA,NA,41,NA
"O75140",1055,1085,1603,0,0,1,NA,NA,NA,30,NA
"O75140",1118,1167,1603,0,0,1,NA,NA,NA,49,NA
"O75140",1517,1538,1603,0,0,1,NA,NA,NA,21,NA
"Q53TN4",225,286,286,0,1,0,-61,1,286,61,285
"Q9BS26",357,406,406,0,1,0,-49,30,406,49,376
"P52566",1,40,201,1,0,0,-17,23,201,39,178
"Q9UL51",1,165,889,1,0,0,305,470,672,164,202
"Q9UL51",750,889,889,0,1,0,78,470,672,139,202
"P55081",1,328,439,1,0,0,-327,1,439,327,438
"Q9UQM7",311,344,478,0,0,1,NA,NA,NA,33,NA
"Q68DU8",132,151,428,0,0,1,NA,NA,NA,19,NA
"Q68DU8",293,389,428,0,0,1,NA,NA,NA,96,NA
"Q14654",366,390,390,0,1,0,-24,1,390,24,389
"P20702",1144,1163,1163,0,1,0,-19,1129,1163,19,34
"Q14807",1,23,665,1,0,0,17,40,400,22,360
"Q14807",369,433,665,0,0,1,NA,NA,NA,64,NA
"Q14807",496,520,665,0,0,1,NA,NA,NA,24,NA
"P50281",278,319,582,0,0,1,NA,NA,NA,41,NA
"Q13094",68,419,533,0,0,1,NA,NA,NA,351,NA
"Q8IZA0",169,218,1049,0,0,1,NA,NA,NA,49,NA
"Q8IZA0",232,276,1049,0,0,1,NA,NA,NA,44,NA
"Q8IZA0",592,624,1049,0,0,1,NA,NA,NA,32,NA
"Q8IZA0",1002,1049,1049,0,1,0,314,600,688,47,88
"P06748",117,264,294,0,0,1,NA,NA,NA,147,NA
"Q9UIF7",19,54,546,0,0,1,NA,NA,NA,35,NA
"Q9UIF7",500,520,546,0,0,1,NA,NA,NA,20,NA
"Q9UBU9",1,117,619,1,0,0,-21,96,619,116,523
"Q9UBU9",549,578,619,0,0,1,NA,NA,NA,29,NA
"Q460N3",1,71,678,1,0,0,224,295,470,70,175
"Q460N3",629,650,678,0,0,1,NA,NA,NA,21,NA
"P25103",1,22,407,1,0,0,-21,1,364,21,363
"P25103",362,407,407,0,1,0,-2,1,364,45,363
"P35408",226,254,488,0,0,1,NA,NA,NA,28,NA
"P35408",355,378,488,0,0,1,NA,NA,NA,23,NA
"P35408",410,488,488,0,1,0,44,4,366,78,362
"P08246",248,267,267,0,1,0,1,30,247,19,217
"Q15768",167,229,340,0,0,1,NA,NA,NA,62,NA
"Q15768",251,340,340,0,1,0,82,27,169,89,142
"O95163",1147,1215,1332,0,0,1,NA,NA,NA,68,NA
"P55199",295,506,621,0,0,1,NA,NA,NA,211,NA
"Q9UKT7",1,32,428,1,0,0,-31,1,428,31,427
"Q9UBC3",1,220,853,1,0,0,-14,206,355,219,149
"Q9UBC3",337,432,853,0,0,1,NA,NA,NA,95,NA
"Q16854",19,38,277,0,0,1,NA,NA,NA,19,NA
"Q8N371",150,172,416,0,0,1,NA,NA,NA,22,NA
"P23677",1,31,461,1,0,0,127,158,183,30,25
"P23677",48,170,461,0,0,1,NA,NA,NA,122,NA
"Q07866",151,205,573,0,0,1,NA,NA,NA,54,NA
"Q07866",491,573,573,0,1,0,-6,185,497,82,312
"Q9UK53",243,353,422,0,0,1,NA,NA,NA,110,NA
"Q86Y97",238,286,462,0,0,1,NA,NA,NA,48,NA
"Q86Y97",318,349,462,0,0,1,NA,NA,NA,31,NA
"P01700",24,48,117,0,0,1,NA,NA,NA,24,NA
"P01700",70,92,117,0,0,1,NA,NA,NA,22,NA
"P14784",386,526,551,0,0,1,NA,NA,NA,140,NA
"P51787",1,89,676,1,0,0,-14,75,539,88,464
"P51787",426,449,676,0,0,1,NA,NA,NA,23,NA
"P51787",618,676,676,0,1,0,-4,574,622,58,48
"Q6TDP4",1,72,642,1,0,0,267,339,625,71,286
"Q9Y2M5",1,48,609,1,0,0,255,303,605,47,302
"Q14739",48,156,615,0,0,1,NA,NA,NA,108,NA
"Q8N4S9",1,78,558,1,0,0,361,439,551,77,112
"Q8N4S9",114,167,558,0,0,1,NA,NA,NA,53,NA
"Q8N4S9",377,410,558,0,0,1,NA,NA,NA,33,NA
"Q8N4S9",492,512,558,0,0,1,NA,NA,NA,20,NA
"P32927",219,240,897,0,0,1,NA,NA,NA,21,NA
"P32927",480,813,897,0,0,1,NA,NA,NA,333,NA
"P32927",825,862,897,0,0,1,NA,NA,NA,37,NA
"P17181",515,557,557,0,1,0,8,478,507,42,29
"O15381",76,239,856,0,0,1,NA,NA,NA,163,NA
"O15381",495,525,856,0,0,1,NA,NA,NA,30,NA
"O00746",13,38,187,0,0,1,NA,NA,NA,25,NA
"Q06710",146,325,450,0,0,1,NA,NA,NA,179,NA
"Q06710",430,450,450,0,1,0,287,1,143,20,142
"Q9Y6W6",111,140,482,0,0,1,NA,NA,NA,29,NA
"Q8TDB6",29,57,740,0,0,1,NA,NA,NA,28,NA
"Q8TDB6",90,122,740,0,0,1,NA,NA,NA,32,NA
"Q8TDB6",194,233,740,0,0,1,NA,NA,NA,39,NA
"Q8TDB6",513,555,740,0,0,1,NA,NA,NA,42,NA
"Q9UM11",18,89,496,0,0,1,NA,NA,NA,71,NA
"Q9UM11",102,171,496,0,0,1,NA,NA,NA,69,NA
"Q7Z6J2",1,57,395,1,0,0,40,97,192,56,95
"Q7Z6J2",74,96,395,0,0,1,NA,NA,NA,22,NA
"Q7Z6J2",289,353,395,0,0,1,NA,NA,NA,64,NA
"O43598",1,20,174,1,0,0,0,20,162,19,142
"Q14181",111,167,598,0,0,1,NA,NA,NA,56,NA
"Q9UJY4",1,24,613,1,0,0,1,25,172,23,147
"Q9UJY4",388,468,613,0,0,1,NA,NA,NA,80,NA
"P13498",131,195,195,0,1,0,-37,149,168,64,19
"Q9Y6X5",433,453,453,0,1,0,26,16,407,20,391
"O94923",72,92,617,0,0,1,NA,NA,NA,20,NA
"P03372",131,177,595,0,0,1,NA,NA,NA,46,NA
"P03372",256,293,595,0,0,1,NA,NA,NA,37,NA
"P03372",552,580,595,0,0,1,NA,NA,NA,28,NA
"Q13547",373,482,482,0,1,0,-109,1,482,109,481
"Q10469",26,60,447,0,0,1,NA,NA,NA,34,NA
"P40692",350,491,756,0,0,1,NA,NA,NA,141,NA
"P27361",1,37,379,1,0,0,-36,1,379,36,378
"Q96C03",49,120,454,0,0,1,NA,NA,NA,71,NA
"Q96QV1",22,51,700,0,0,1,NA,NA,NA,29,NA
"P01344",157,180,180,0,1,0,66,25,91,23,66
"P01042",381,557,644,0,0,1,NA,NA,NA,176,NA
"P01042",571,644,644,0,1,0,-37,601,608,73,7
"Q4G0P3",955,988,5121,0,0,1,NA,NA,NA,33,NA
"Q4G0P3",1223,1242,5121,0,0,1,NA,NA,NA,19,NA
"Q4G0P3",1920,1954,5121,0,0,1,NA,NA,NA,34,NA
"Q4G0P3",2140,2203,5121,0,0,1,NA,NA,NA,63,NA
"Q4G0P3",2274,2312,5121,0,0,1,NA,NA,NA,38,NA
"Q4G0P3",2327,2461,5121,0,0,1,NA,NA,NA,134,NA
"Q4G0P3",2474,2568,5121,0,0,1,NA,NA,NA,94,NA
"Q4G0P3",2661,2686,5121,0,0,1,NA,NA,NA,25,NA
"Q4G0P3",3850,3895,5121,0,0,1,NA,NA,NA,45,NA
"Q4G0P3",5081,5106,5121,0,0,1,NA,NA,NA,25,NA
"Q9H4Q4",213,239,367,0,0,1,NA,NA,NA,26,NA
"Q9H4Q4",315,342,367,0,0,1,NA,NA,NA,27,NA
"P24394",370,400,825,0,0,1,NA,NA,NA,30,NA
"P24394",419,489,825,0,0,1,NA,NA,NA,70,NA
"P24394",501,548,825,0,0,1,NA,NA,NA,47,NA
"P24394",617,707,825,0,0,1,NA,NA,NA,90,NA
"P24394",748,825,825,0,1,0,249,489,499,77,10
"Q86V24",1,79,386,1,0,0,20,99,386,78,287
"Q9UMR2",1,57,479,1,0,0,-56,1,479,56,478
"O95267",1,38,797,1,0,0,12,50,607,37,557
"O95267",626,647,797,0,0,1,NA,NA,NA,21,NA
"O95267",668,695,797,0,0,1,NA,NA,NA,27,NA
"Q8TEQ6",712,795,1508,0,0,1,NA,NA,NA,83,NA
"Q8TEQ6",1307,1348,1508,0,0,1,NA,NA,NA,41,NA
"Q8TEQ6",1388,1434,1508,0,0,1,NA,NA,NA,46,NA
"Q96HU8",178,199,199,0,1,0,-21,1,199,21,198
"Q96P70",933,997,1041,0,0,1,NA,NA,NA,64,NA
"P36776",68,106,959,0,0,1,NA,NA,NA,38,NA
"P36776",217,264,959,0,0,1,NA,NA,NA,47,NA
"P0DOY2",46,67,106,0,0,1,NA,NA,NA,21,NA
"Q07820",18,88,350,0,0,1,NA,NA,NA,70,NA
"Q07820",105,175,350,0,0,1,NA,NA,NA,70,NA
"Q07820",187,222,350,0,0,1,NA,NA,NA,35,NA
"P06756",1023,1048,1048,0,1,0,26,31,997,25,966
"Q8ND56",80,105,463,0,0,1,NA,NA,NA,25,NA
"Q8ND56",140,463,463,0,1,0,56,1,84,323,83
"Q8TF76",1,158,798,1,0,0,289,447,798,157,351
"Q8TF76",273,372,798,0,0,1,NA,NA,NA,99,NA
"O60506",138,158,623,0,0,1,NA,NA,NA,20,NA
"O60506",405,460,623,0,0,1,NA,NA,NA,55,NA
"O60506",475,623,623,0,1,0,47,242,428,148,186
"Q9H2X6",138,181,1198,0,0,1,NA,NA,NA,43,NA
"Q9H2X6",782,1086,1198,0,0,1,NA,NA,NA,304,NA
"P45984",367,424,424,0,1,0,3,1,364,57,363
"O14713",1,61,200,1,0,0,-12,49,200,60,151
"O60341",1,194,852,1,0,0,-193,1,852,193,851
"Q92598",491,592,858,0,0,1,NA,NA,NA,101,NA
"Q92598",791,858,858,0,1,0,411,1,380,67,379
"Q9NZN1",655,696,696,0,1,0,94,403,561,41,158
"O00629",1,26,521,1,0,0,-25,1,521,25,520
"Q6P2H3",1,36,762,1,0,0,534,570,656,35,86
"Q6P2H3",72,140,762,0,0,1,NA,NA,NA,68,NA
"Q6P2H3",162,184,762,0,0,1,NA,NA,NA,22,NA
"Q6P2H3",222,280,762,0,0,1,NA,NA,NA,58,NA
"Q6P2H3",441,508,762,0,0,1,NA,NA,NA,67,NA
"Q6P2H3",538,572,762,0,0,1,NA,NA,NA,34,NA
"Q6P2H3",584,623,762,0,0,1,NA,NA,NA,39,NA
"Q6P2H3",649,670,762,0,0,1,NA,NA,NA,21,NA
"P51946",290,323,323,0,1,0,-33,1,323,33,322
"P21728",239,258,446,0,0,1,NA,NA,NA,19,NA
"P19447",1,59,782,1,0,0,-58,1,782,58,781
"P19447",216,245,782,0,0,1,NA,NA,NA,29,NA
"P19447",730,782,782,0,1,0,-52,1,782,52,781
"Q9Y2H6",103,256,1198,0,0,1,NA,NA,NA,153,NA
"Q9Y2H6",1145,1166,1198,0,0,1,NA,NA,NA,21,NA
"O75899",1,20,941,1,0,0,22,42,466,19,424
"O75899",38,57,941,0,0,1,NA,NA,NA,19,NA
"O75899",330,351,941,0,0,1,NA,NA,NA,21,NA
"O75899",751,796,941,0,0,1,NA,NA,NA,45,NA
"O75899",862,882,941,0,0,1,NA,NA,NA,20,NA
"O75899",918,941,941,0,1,0,5,876,913,23,37
"Q8N4A0",35,73,578,0,0,1,NA,NA,NA,38,NA
"O00451",357,394,464,0,0,1,NA,NA,NA,37,NA
"Q13574",1,85,1117,1,0,0,1025,1110,1117,84,7
"Q13574",121,155,1117,0,0,1,NA,NA,NA,34,NA
"Q13574",188,236,1117,0,0,1,NA,NA,NA,48,NA
"Q13574",249,271,1117,0,0,1,NA,NA,NA,22,NA
"Q13574",438,479,1117,0,0,1,NA,NA,NA,41,NA
"Q13574",608,629,1117,0,0,1,NA,NA,NA,21,NA
"Q13574",946,981,1117,0,0,1,NA,NA,NA,35,NA
"Q13574",1074,1095,1117,0,0,1,NA,NA,NA,21,NA
"Q92830",1,104,837,1,0,0,393,497,662,103,165
"Q92830",120,139,837,0,0,1,NA,NA,NA,19,NA
"Q92830",405,440,837,0,0,1,NA,NA,NA,35,NA
"P09429",51,100,215,0,0,1,NA,NA,NA,49,NA
"P09429",128,215,215,0,1,0,-38,1,166,87,165
"P33778",1,37,126,1,0,0,-35,2,126,36,124
"O75030",1,89,526,1,0,0,267,356,403,88,47
"O75030",154,184,526,0,0,1,NA,NA,NA,30,NA
"O75030",491,526,526,0,1,0,88,356,403,35,47
"P13473",199,223,410,0,0,1,NA,NA,NA,24,NA
"Q02241",1,22,960,1,0,0,772,794,911,21,117
"Q02241",173,192,960,0,0,1,NA,NA,NA,19,NA
"Q02241",656,692,960,0,0,1,NA,NA,NA,36,NA
"Q02241",795,836,960,0,0,1,NA,NA,NA,41,NA
"Q02241",880,960,960,0,1,0,-31,794,911,80,117
"O15550",1,46,1401,1,0,0,831,877,1401,45,524
"O15550",434,467,1401,0,0,1,NA,NA,NA,33,NA
"O15550",508,872,1401,0,0,1,NA,NA,NA,364,NA
"O15550",905,943,1401,0,0,1,NA,NA,NA,38,NA
"O15550",1041,1085,1401,0,0,1,NA,NA,NA,44,NA
"Q04637",1,84,1599,1,0,0,88,172,203,83,31
"Q04637",152,602,1599,0,0,1,NA,NA,NA,450,NA
"Q04637",646,758,1599,0,0,1,NA,NA,NA,112,NA
"Q04637",852,879,1599,0,0,1,NA,NA,NA,27,NA
"Q04637",988,1240,1599,0,0,1,NA,NA,NA,252,NA
"Q9H074",1,115,479,1,0,0,8,123,144,114,21
"Q9H074",434,479,479,0,1,0,61,157,373,45,216
"Q9UPN3",1,66,7388,1,0,0,8,74,421,65,347
"Q9UPN3",1999,2030,7388,0,0,1,NA,NA,NA,31,NA
"Q9UPN3",2049,2093,7388,0,0,1,NA,NA,NA,44,NA
"Q9UPN3",2118,2144,7388,0,0,1,NA,NA,NA,26,NA
"Q9UPN3",2240,2272,7388,0,0,1,NA,NA,NA,32,NA
"Q9UPN3",2960,2983,7388,0,0,1,NA,NA,NA,23,NA
"Q9UPN3",3009,3036,7388,0,0,1,NA,NA,NA,27,NA
"Q9UPN3",3102,3179,7388,0,0,1,NA,NA,NA,77,NA
"Q9UPN3",3321,3357,7388,0,0,1,NA,NA,NA,36,NA
"Q9UPN3",3903,3922,7388,0,0,1,NA,NA,NA,19,NA
"Q9UPN3",5582,5607,7388,0,0,1,NA,NA,NA,25,NA
"Q9UPN3",6931,6986,7388,0,0,1,NA,NA,NA,55,NA
"Q9UPN3",7196,7388,7388,0,1,0,3,7113,7193,192,80
"P11142",523,542,646,0,0,1,NA,NA,NA,19,NA
"P11142",611,646,646,0,1,0,-35,541,646,35,105
"Q92619",1,110,1136,1,0,0,27,137,145,109,8
"Q92619",233,261,1136,0,0,1,NA,NA,NA,28,NA
"Q92619",424,459,1136,0,0,1,NA,NA,NA,35,NA
"Q92619",577,703,1136,0,0,1,NA,NA,NA,126,NA
"Q92619",1016,1042,1136,0,0,1,NA,NA,NA,26,NA
"Q92619",1060,1136,1136,0,1,0,915,137,145,76,8
"P08514",797,822,1039,0,0,1,NA,NA,NA,25,NA
"Q8N5Z5",1,28,321,1,0,0,-8,20,131,27,111
"Q8N5Z5",196,321,321,0,1,0,65,20,131,125,111
"Q8TDD5",1,25,553,1,0,0,-24,1,553,24,552
"P45983",326,345,427,0,0,1,NA,NA,NA,19,NA
"P45983",367,427,427,0,1,0,-12,1,379,60,378
"Q5S007",953,977,2527,0,0,1,NA,NA,NA,24,NA
"P42702",524,544,1097,0,0,1,NA,NA,NA,20,NA
"P42702",922,944,1097,0,0,1,NA,NA,NA,22,NA
"P42702",978,1097,1097,0,1,0,444,52,534,119,482
"Q9Y6D9",437,467,718,0,0,1,NA,NA,NA,30,NA
"Q9Y6D9",539,560,718,0,0,1,NA,NA,NA,21,NA
"Q86UL8",1,34,1455,1,0,0,378,412,522,33,110
"Q86UL8",177,311,1455,0,0,1,NA,NA,NA,134,NA
"Q86UL8",330,351,1455,0,0,1,NA,NA,NA,21,NA
"Q86UL8",516,536,1455,0,0,1,NA,NA,NA,20,NA
"Q86UL8",555,595,1455,0,0,1,NA,NA,NA,40,NA
"Q86UL8",692,773,1455,0,0,1,NA,NA,NA,81,NA
"Q86UL8",864,918,1455,0,0,1,NA,NA,NA,54,NA
"Q86UL8",1006,1138,1455,0,0,1,NA,NA,NA,132,NA
"Q86UL8",1225,1455,1455,0,1,0,-5,1141,1230,230,89
"A4D2B0",48,77,266,0,0,1,NA,NA,NA,29,NA
"A4D2B0",229,266,266,0,1,0,-37,1,266,37,265
"P04183",193,213,234,0,0,1,NA,NA,NA,20,NA
"Q16552",51,81,155,0,0,1,NA,NA,NA,30,NA
"O75112",81,200,727,0,0,1,NA,NA,NA,119,NA
"O75112",251,549,727,0,0,1,NA,NA,NA,298,NA
"P17535",1,47,347,1,0,0,-20,27,39,46,12
"P17535",61,89,347,0,0,1,NA,NA,NA,28,NA
"P17535",152,189,347,0,0,1,NA,NA,NA,37,NA
"P17535",217,275,347,0,0,1,NA,NA,NA,58,NA
"O43526",1,70,872,1,0,0,245,315,372,69,57
"O43526",402,519,872,0,0,1,NA,NA,NA,117,NA
"O43526",593,621,872,0,0,1,NA,NA,NA,28,NA
"O43526",655,792,872,0,0,1,NA,NA,NA,137,NA
"O43526",832,872,872,0,1,0,272,530,560,40,30
"Q96EL1",22,159,287,0,0,1,NA,NA,NA,137,NA
"Q96EL1",203,224,287,0,0,1,NA,NA,NA,21,NA
"Q96EL1",238,258,287,0,0,1,NA,NA,NA,20,NA
"P53582",55,77,386,0,0,1,NA,NA,NA,22,NA
"Q13422",1,108,519,1,0,0,33,141,174,107,33
"Q13422",275,301,519,0,0,1,NA,NA,NA,26,NA
"Q13422",350,414,519,0,0,1,NA,NA,NA,64,NA
"Q8NHW3",35,112,353,0,0,1,NA,NA,NA,77,NA
"Q8NHW3",142,229,353,0,0,1,NA,NA,NA,87,NA
"Q8NHW3",314,353,353,0,1,0,-4,226,318,39,92
"P36551",41,72,454,0,0,1,NA,NA,NA,31,NA
"P36551",99,144,454,0,0,1,NA,NA,NA,45,NA
"P78417",1,23,241,1,0,0,-22,1,241,22,240
"Q9UI17",16,44,866,0,0,1,NA,NA,NA,28,NA
"P33241",1,226,339,1,0,0,23,249,260,225,11
"P33241",240,317,339,0,0,1,NA,NA,NA,77,NA
"Q9NVD7",1,74,372,1,0,0,168,242,372,73,130
"Q9BY11",171,195,444,0,0,1,NA,NA,NA,24,NA
"Q9BY11",287,432,444,0,0,1,NA,NA,NA,145,NA
"O15259",1,23,732,1,0,0,-22,1,115,22,114
"O15259",60,82,732,0,0,1,NA,NA,NA,22,NA
"O15259",103,163,732,0,0,1,NA,NA,NA,60,NA
"O15259",193,245,732,0,0,1,NA,NA,NA,52,NA
"O75469",125,144,434,0,0,1,NA,NA,NA,19,NA
"Q9UNF0",166,186,486,0,0,1,NA,NA,NA,20,NA
"Q9UNF0",312,470,486,0,0,1,NA,NA,NA,158,NA
"Q96JP2",1,137,1530,1,0,0,1287,1424,1495,136,71
"Q96JP2",488,508,1530,0,0,1,NA,NA,NA,20,NA
"Q96JP2",716,778,1530,0,0,1,NA,NA,NA,62,NA
"Q96JP2",834,869,1530,0,0,1,NA,NA,NA,35,NA
"Q96JP2",896,1218,1530,0,0,1,NA,NA,NA,322,NA
"Q96JP2",1488,1530,1530,0,1,0,-7,1424,1495,42,71
"Q8N960",137,157,986,0,0,1,NA,NA,NA,20,NA
"Q8N960",346,427,986,0,0,1,NA,NA,NA,81,NA
"Q8N960",625,646,986,0,0,1,NA,NA,NA,21,NA
"Q8N960",911,938,986,0,0,1,NA,NA,NA,27,NA
"P27482",39,65,149,0,0,1,NA,NA,NA,26,NA
"Q5SW79",121,216,1584,0,0,1,NA,NA,NA,95,NA
"Q5SW79",243,327,1584,0,0,1,NA,NA,NA,84,NA
"Q5SW79",344,516,1584,0,0,1,NA,NA,NA,172,NA
"Q5SW79",560,1286,1584,0,0,1,NA,NA,NA,726,NA
"Q5SW79",1323,1352,1584,0,0,1,NA,NA,NA,29,NA
"Q5SW79",1367,1405,1584,0,0,1,NA,NA,NA,38,NA
"Q5SW79",1505,1584,1584,0,1,0,1379,1,126,79,125
"Q9UJX5",752,795,808,0,0,1,NA,NA,NA,43,NA
"P00915",1,41,261,1,0,0,-40,1,261,40,260
"P00915",238,261,261,0,1,0,-23,1,261,23,260
"Q9Y5P4",1,26,624,1,0,0,-6,20,122,25,102
"Q9Y5P4",196,230,624,0,0,1,NA,NA,NA,34,NA
"Q9Y5P4",274,315,624,0,0,1,NA,NA,NA,41,NA
"Q9Y5P4",333,361,624,0,0,1,NA,NA,NA,28,NA
"Q06787",324,371,632,0,0,1,NA,NA,NA,47,NA
"Q06787",438,632,632,0,1,0,0,216,438,194,222
"Q9UN19",1,21,280,1,0,0,127,148,273,20,125
"Q9UN19",150,169,280,0,0,1,NA,NA,NA,19,NA
"Q05397",1,30,1052,1,0,0,1,31,405,29,374
"Q05397",365,390,1052,0,0,1,NA,NA,NA,25,NA
"Q05397",678,757,1052,0,0,1,NA,NA,NA,79,NA
"Q05397",812,923,1052,0,0,1,NA,NA,NA,111,NA
"Q7L5D6",1,28,327,1,0,0,-5,23,305,27,282
"Q7L5D6",305,327,327,0,1,0,0,23,305,22,282
"Q8N539",1,27,461,1,0,0,209,236,461,26,225
"Q8N539",211,239,461,0,0,1,NA,NA,NA,28,NA
"Q8IVT5",1,35,923,1,0,0,-8,27,172,34,145
"Q8IVT5",172,249,923,0,0,1,NA,NA,NA,77,NA
