"Entry","Method","PDB_ID","Chain","FD","Start_Coverage","End_Coverage"
"O95696","X-ray diffraction","5PUY","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PUZ","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PV0","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PV1","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PV2","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PV3","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PV4","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PV5","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PV6","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PV7","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PV8","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PV9","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PVA","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PVB","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PVC","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PVD","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PVE","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PVF","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PVG","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PVH","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PVI","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PVJ","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PVK","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PVL","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PVM","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PVN","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PVO","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PVP","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PVQ","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PVR","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PVS","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PVT","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PVU","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PVV","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PVW","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PVX","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PVY","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PVZ","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PW0","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PW1","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PW2","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PW3","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PW4","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PW5","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PW6","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PW7","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PW8","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PW9","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PWA","A, B","FD1","555","688"
"O95696","X-ray diffraction","5PWB","A, B","FD1","555","688"
"O95696","X-ray diffraction","6IN2","A","FD1","563","680"
"P43235","X-ray diffraction","1ATK","A","FD1","115","329"
"P43235","X-ray diffraction","1AU0","A","FD1","115","329"
"P43235","X-ray diffraction","1AU2","A","FD1","115","329"
"P43235","X-ray diffraction","1AU3","A","FD1","115","329"
"P43235","X-ray diffraction","1AU4","A","FD1","115","329"
"P43235","X-ray diffraction","1AYU","A","FD1","115","329"
"P43235","X-ray diffraction","1AYV","A","FD1","115","329"
"P43235","X-ray diffraction","1AYW","A","FD1","115","329"
"P43235","X-ray diffraction","1BGO","A","FD1","115","329"
"P43235","X-ray diffraction","1BY8","A","FD1","16","329"
"P43235","X-ray diffraction","1MEM","A","FD1","115","329"
"P43235","X-ray diffraction","1NL6","A, B","FD1","115","329"
"P43235","X-ray diffraction","1NLJ","A, B","FD1","115","329"
"P43235","X-ray diffraction","1Q6K","A","FD1","115","329"
"P43235","X-ray diffraction","1SNK","A","FD1","116","329"
"P43235","X-ray diffraction","1TU6","A, B","FD1","115","329"
"P43235","X-ray diffraction","1U9V","A","FD1","113","329"
"P43235","X-ray diffraction","1U9W","A","FD1","113","329"
"P43235","X-ray diffraction","1U9X","A","FD1","113","329"
"P43235","X-ray diffraction","1VSN","A","FD1","115","329"
"P43235","X-ray diffraction","1YK7","A","FD1","115","329"
"P43235","X-ray diffraction","1YK8","A","FD1","115","329"
"P43235","X-ray diffraction","1YT7","A","FD1","115","329"
"P43235","X-ray diffraction","2ATO","A","FD1","115","329"
"P43235","X-ray diffraction","2AUX","A","FD1","115","329"
"P43235","X-ray diffraction","2AUZ","A","FD1","115","329"
"P43235","X-ray diffraction","2BDL","A","FD1","115","329"
"P43235","X-ray diffraction","2R6N","A","FD1","113","329"
"P43235","X-ray diffraction","3C9E","A","FD1","115","329"
"P43235","X-ray diffraction","3H7D","A, E","FD1","115","329"
"P43235","X-ray diffraction","3KW9","A","FD1","115","329"
"P43235","X-ray diffraction","3KWB","X, Y","FD1","115","329"
"P43235","X-ray diffraction","3KWZ","A","FD1","115","329"
"P43235","X-ray diffraction","3KX1","A","FD1","115","329"
"P43235","X-ray diffraction","3O0U","A","FD1","115","329"
"P43235","X-ray diffraction","3O1G","A","FD1","115","329"
"P43235","X-ray diffraction","3OVZ","A","FD1","121","329"
"P43235","X-ray diffraction","4DMX","A","FD1","115","329"
"P43235","X-ray diffraction","4DMY","A, B","FD1","115","329"
"P43235","X-ray diffraction","4N79","A","FD1","115","329"
"P43235","X-ray diffraction","4N8W","A","FD1","115","329"
"P43235","X-ray diffraction","4X6H","A","FD1","115","329"
"P43235","X-ray diffraction","4X6I","A","FD1","115","329"
"P43235","X-ray diffraction","4X6J","A","FD1","115","329"
"P43235","X-ray diffraction","4YV8","A","FD1","115","329"
"P43235","X-ray diffraction","4YVA","A","FD1","115","329"
"P43235","X-ray diffraction","5J94","A","FD1","107","329"
"P43235","X-ray diffraction","5JA7","A, B","FD1","107","329"
"P43235","X-ray diffraction","5JH3","A","FD1","107","329"
"P43235","X-ray diffraction","5TDI","A","FD1","115","329"
"P43235","X-ray diffraction","5TUN","A","FD1","115","329"
"P43235","X-ray diffraction","5Z5O","B","FD1","16","329"
"P43235","X-ray diffraction","6ASH","A","FD1","115","329"
"P43235","X-ray diffraction","6HGY","A","FD1","115","329"
"P43235","X-ray diffraction","6QBS","A, B","FD1","115","329"
"P43235","X-ray diffraction","7PCK","A, B, C, D","FD1","16","329"
"P32238","Solution NMR","1D6G","A","FD1","1","47"
"P32238","Solution NMR","1HZN","A","FD1","329","357"
"P51946","X-ray diffraction","1JKW","A","FD1","1","323"
"P51946","X-ray diffraction","1KXU","A","FD1","1","323"
"P51946","Electron Microscopy","6O9L","9","FD1","1","323"
"P29965","X-ray diffraction","1ALY","A","FD1","116","261"
"P29965","X-ray diffraction","1I9R","A, B, C","FD1","116","261"
"P29965","X-ray diffraction","3LKJ","A, B, C","FD1","121","261"
"P29965","X-ray diffraction","3QD6","A, B, C, D, E, F","FD1","116","261"
"P29965","X-ray diffraction","6BRB","A","FD1","120","261"
"Q96JM3","X-ray diffraction","5XPT","B","FD1","325","344"
"Q96JM3","X-ray diffraction","5XPU","B","FD1","325","344"
"Q96JM3","X-ray diffraction","6EKJ","B","FD1","328","355"
"Q96JM3","X-ray diffraction","6EKL","B","FD1","328","355"
"P41597","Solution NMR","2MLO","A","FD1","310","318"
"P41597","Solution NMR","2MLQ","A","FD1","310","318"
"P41597","X-ray diffraction","5T1A","A","FD1","2","234"
"P04234","X-ray diffraction","1XIW","B, F","FD1","22","100"
"P04234","Electron Microscopy","6JXR","d","FD1","1","171"
"P10643","Solution NMR","2WCY","A","FD1","693","843"
"P10643","Electron Microscopy","6H03","D","FD1","23","843"
"P10643","Electron Microscopy","6H04","D","FD1","23","843"
"P30084","X-ray diffraction","2HW5","A, B, C, D, E, F","FD1","28","290"
"P21917","X-ray diffraction","5WIU","A","FD1","1","228"
"P21917","X-ray diffraction","5WIV","A","FD1","1","228"
"P63167","X-ray diffraction","1CMI","A, B","FD1","5","89"
"P63167","X-ray diffraction","3ZKE","A, C, E, G, I, K","FD1","1","89"
"P63167","X-ray diffraction","3ZKF","A, C, E, G, I, K","FD1","1","89"
"P63167","X-ray diffraction","6GZJ","A","FD1","1","89"
"P63167","X-ray diffraction","6GZL","A","FD1","1","89"
"P63167","Electron Microscopy","6RLB","I, J, K, L, M, N","FD1","1","89"
"P63167","Electron Microscopy","6SC2","I, J, K, L, M, N","FD1","1","89"
"Q9Y6I3","Solution NMR","1INZ","A","FD1","1","144"
"Q9Y6I3","X-ray diffraction","1KYD","P","FD1","366","370"
"O95163","X-ray diffraction","5CQR","A","FD1","715","1332"
"Q9UJA9","X-ray diffraction","5VEM","A, B, C","FD1","25","430"
"P20827","X-ray diffraction","3CZU","B","FD1","17","171"
"P20827","X-ray diffraction","3HEI","B, D, F, H, J, L, N, P","FD1","18","147"
"P20827","X-ray diffraction","3MBW","B","FD1","17","171"
"P07992","Solution NMR","1Z00","A","FD1","220","297"
"P07992","X-ray diffraction","2A1I","A","FD1","96","227"
"P07992","X-ray diffraction","2A1J","B","FD1","220","296"
"P07992","Solution NMR","2JNW","A","FD1","96","214"
"P07992","Solution NMR","2JPD","A","FD1","96","219"
"P07992","Solution NMR","2MUT","A","FD1","220","297"
"P05413","Solution NMR","1G5W","A","FD1","2","133"
"P05413","X-ray diffraction","1HMR","A","FD1","2","133"
"P05413","X-ray diffraction","1HMS","A","FD1","2","133"
"P05413","X-ray diffraction","1HMT","A","FD1","2","133"
"P05413","X-ray diffraction","2HMB","A","FD1","2","133"
"P05413","X-ray diffraction","3RSW","A, B","FD1","1","133"
"P05413","X-ray diffraction","3WBG","A, B, C, D","FD1","1","133"
"P05413","X-ray diffraction","3WVM","A","FD1","1","133"
"P05413","X-ray diffraction","3WXQ","A","FD1","1","133"
"P05413","X-ray diffraction","4TJZ","A","FD1","1","133"
"P05413","X-ray diffraction","4TKB","A","FD1","1","133"
"P05413","X-ray diffraction","4TKH","A","FD1","1","133"
"P05413","X-ray diffraction","4TKJ","A","FD1","1","133"
"P05413","X-ray diffraction","4WBK","A","FD1","1","133"
"P05413","X-ray diffraction","5B27","A","FD1","1","133"
"P05413","X-ray diffraction","5B28","A","FD1","1","133"
"P05413","X-ray diffraction","5B29","A","FD1","2","133"
"P05413","Hybrid","5CE4","A","FD1","1","132"
"P05413","X-ray diffraction","5HZ9","A, B, C, D, E, F, G, H","FD1","1","133"
"P05413","X-ray diffraction","6AQ1","A, B","FD1","1","133"
"Q8NCD3","X-ray diffraction","3R45","C","FD1","1","80"
"Q95460","X-ray diffraction","4GUP","A, C","FD1","23","292"
"Q95460","X-ray diffraction","4L4T","A, C","FD1","23","292"
"Q95460","X-ray diffraction","4L4V","A, C","FD1","23","292"
"Q95460","X-ray diffraction","4LCW","A, C","FD1","23","292"
"Q95460","X-ray diffraction","4NQC","A, C","FD1","23","292"
"Q95460","X-ray diffraction","4NQD","A, C","FD1","23","292"
"Q95460","X-ray diffraction","4NQE","A, C","FD1","23","292"
"Q95460","X-ray diffraction","4PJ5","A, C","FD1","23","292"
"Q95460","X-ray diffraction","4PJ7","A, C","FD1","23","292"
"Q95460","X-ray diffraction","4PJ8","A","FD1","23","292"
"Q95460","X-ray diffraction","4PJ9","A","FD1","23","292"
"Q95460","X-ray diffraction","4PJA","A, C","FD1","23","292"
"Q95460","X-ray diffraction","4PJB","A, C","FD1","23","292"
"Q95460","X-ray diffraction","4PJC","A, C","FD1","23","292"
"Q95460","X-ray diffraction","4PJD","A, C","FD1","23","292"
"Q95460","X-ray diffraction","4PJE","A, C","FD1","23","292"
"Q95460","X-ray diffraction","4PJF","A, C","FD1","23","292"
"Q95460","X-ray diffraction","4PJG","A, C","FD1","23","292"
"Q95460","X-ray diffraction","4PJH","A, C","FD1","23","292"
"Q95460","X-ray diffraction","4PJI","A, C","FD1","23","292"
"Q95460","X-ray diffraction","4PJX","A, C","FD1","23","292"
"Q95460","X-ray diffraction","5D5M","A, C","FD1","23","292"
"Q95460","X-ray diffraction","5D7I","A, C","FD1","23","292"
"Q95460","X-ray diffraction","5D7J","C, E","FD1","23","292"
"Q95460","X-ray diffraction","5D7L","A, C","FD1","23","292"
"Q95460","X-ray diffraction","5U16","A, C","FD1","23","292"
"Q95460","X-ray diffraction","5U17","A, C","FD1","23","292"
"Q95460","X-ray diffraction","5U1R","A, C","FD1","23","292"
"Q95460","X-ray diffraction","5U2V","A, C","FD1","23","292"
"Q95460","X-ray diffraction","5U6Q","A, C","FD1","23","292"
"Q95460","X-ray diffraction","5U72","A, C","FD1","23","292"
"Q95460","X-ray diffraction","6MWR","A","FD1","23","292"
"P0DMV9","Solution NMR","6FDT","B","FD1","633","641"
"Q9UHF4","X-ray diffraction","4DOH","E, R","FD1","29","245"
"Q9UHD0","X-ray diffraction","1N1F","A","FD1","19","177"
"Q8WWZ1","X-ray diffraction","5BOW","A","FD1","3","152"
"Q5VWK5","X-ray diffraction","5MZV","C","FD1","1","317"
"Q01344","X-ray diffraction","1OBX","B","FD1","413","420"
"Q01344","X-ray diffraction","1OBZ","P","FD1","413","420"
"Q01344","X-ray diffraction","3QT2","C, D, E, F","FD1","20","332"
"Q01344","X-ray diffraction","3VA2","C","FD1","21","335"
"Q01344","X-ray diffraction","6H41","A","FD1","27","332"
"P05362","Electron Microscopy","1D3E","I","FD1","28","212"
"P05362","Electron Microscopy","1D3I","I","FD1","28","212"
"P05362","X-ray diffraction","1D3L","A","FD1","28","212"
"P05362","X-ray diffraction","1IAM","A","FD1","28","212"
"P05362","X-ray diffraction","1IC1","A, B","FD1","28","217"
"P05362","X-ray diffraction","1MQ8","A, C","FD1","28","318"
"P05362","X-ray diffraction","1P53","A, B","FD1","212","477"
"P05362","Electron Microscopy","1Z7Z","I","FD1","28","477"
"P05362","X-ray diffraction","2OZ4","A","FD1","213","477"
"P05362","X-ray diffraction","3TCX","A, C, E, G, I, K, M, O, Q, S, U, W, Y, a","FD1","29","112"
"P05362","X-ray diffraction","5MZA","B","FD1","28","212"
"P05362","Electron Microscopy","6EIT","4","FD1","28","112"
"P05362","X-ray diffraction","6S8U","B","FD1","28","212"
"Q15181","X-ray diffraction","6C45","A, B, C, D","FD1","1","289"
"P53990","X-ray diffraction","3FRR","A","FD1","1","189"
"P53990","X-ray diffraction","3FRS","A","FD1","5","189"
"P53990","Electron Microscopy","3JC1","Aa, Ac, Ae, Ag, Ai, Ak, Am, Ao, Aq, As, Au, Aw, Ay, Ba, Bc, Be, Bg, Bi, Bk, Bm, Bo, Bq, Bs, Bu, Bw, By, Ca, Cc, Ce, Cg, Ci, Ck, Cm, Co","FD1","6","187"
"P53990","X-ray diffraction","4U7E","A","FD1","341","364"
"P53990","X-ray diffraction","4U7I","B","FD1","341","364"
"P53990","X-ray diffraction","4U7Y","B","FD1","341","364"
"P53990","X-ray diffraction","4WZX","E","FD1","342","364"
"P53990","Electron Microscopy","6E8G","A, BA, BB, C, DA, DB, E, FA, FB, G, HA, HB, I, JA, JB, K, LA, LB, M, NA, NB, O, PA, PB, Q, RA, RB, S, TA, TB, V, VA, X, XA, Z, ZA","FD1","1","237"
"P02538","Solution NMR","5KI0","A","FD1","533","551"
"Q6P1M3","X-ray diffraction","3WP0","B","FD1","640","654"
"Q6P1M3","X-ray diffraction","3WP1","A","FD1","646","662"
"Q6P1M3","X-ray diffraction","6N8P","A","FD1","12","978"
"Q6P1M3","X-ray diffraction","6N8Q","A","FD1","12","978"
"Q6P1M3","X-ray diffraction","6N8R","A","FD1","12","978"
"Q6P1M3","X-ray diffraction","6N8S","A, D","FD1","12","978"
"Q86Y97","X-ray diffraction","3RQ4","A","FD1","2","248"
"O14649","X-ray diffraction","6RV2","A, B, C, D","FD1","1","259"
"O14649","X-ray diffraction","6RV3","A, B, C, D","FD1","1","259"
"O14649","X-ray diffraction","6RV4","A, B, C, D","FD1","1","259"
"Q9HAP6","Solution NMR","2DKR","A","FD1","93","172"
"Q14739","Solution NMR","2DIG","A","FD1","1","55"
"Q9BVC4","X-ray diffraction","4JSN","C, D","FD1","1","326"
"Q9BVC4","X-ray diffraction","4JSP","C, D","FD1","1","326"
"Q9BVC4","X-ray diffraction","4JSV","C, D","FD1","1","326"
"Q9BVC4","X-ray diffraction","4JSX","C, D","FD1","1","326"
"Q9BVC4","X-ray diffraction","4JT5","C, D","FD1","1","323"
"Q9BVC4","X-ray diffraction","4JT6","C, D","FD1","1","326"
"Q9BVC4","Electron Microscopy","5FLC","D, H","FD1","1","326"
"Q9BVC4","Electron Microscopy","5H64","C, c","FD1","1","326"
"Q9BVC4","X-ray diffraction","5WBU","C, D","FD1","1","326"
"Q9BVC4","X-ray diffraction","5WBY","C, D","FD1","1","326"
"Q9BVC4","Electron Microscopy","5ZCS","C, D","FD1","1","326"
"Q9BVC4","Electron Microscopy","6BCU","D, E","FD1","1","326"
"Q9BVC4","Electron Microscopy","6BCX","D, E","FD1","1","326"
"Q9BVC4","Electron Microscopy","6SB0","E, H","FD1","1","326"
"Q9BVC4","Electron Microscopy","6SB2","E, H","FD1","1","326"
"O75581","X-ray diffraction","3S2K","A, B","FD1","630","1246"
"O75581","X-ray diffraction","3S8V","A, B","FD1","629","1243"
"O75581","X-ray diffraction","3S8Z","A","FD1","629","1243"
"O75581","X-ray diffraction","3S94","A, B","FD1","20","630"
"O75581","X-ray diffraction","3SOB","B","FD1","20","335"
"O75581","X-ray diffraction","3SOQ","A","FD1","20","326"
"O75581","X-ray diffraction","3SOV","A","FD1","20","326"
"O75581","X-ray diffraction","4A0P","A","FD1","629","1244"
"O75581","X-ray diffraction","4DG6","A","FD1","20","635"
"O75581","X-ray diffraction","4NM5","C","FD1","1567","1575"
"O75581","X-ray diffraction","4NM7","C","FD1","1602","1610"
"O75581","X-ray diffraction","5AIR","A, B","FD1","1565","1575"
"O75581","X-ray diffraction","5FWW","A","FD1","630","1246"
"O75581","Electron Microscopy","5GJE","B","FD1","20","630"
"O75581","X-ray diffraction","6H15","A, B","FD1","630","1244"
"O75581","X-ray diffraction","6H16","A","FD1","630","1244"
"Q14114","X-ray diffraction","3A7Q","B","FD1","42","83"
"Q14114","X-ray diffraction","5B4X","B, D","FD1","42","736"
"Q14114","X-ray diffraction","5B4Y","B","FD1","42","124"
"Q5VWZ2","X-ray diffraction","3U0V","A","FD1","1","237"
"Q5VWZ2","X-ray diffraction","5KRE","A","FD1","1","237"
"Q99759","X-ray diffraction","2C60","A","FD1","27","124"
"Q99759","Solution NMR","2JRH","A","FD1","42","126"
"Q99759","X-ray diffraction","2O2V","B","FD1","36","124"
"Q99759","Solution NMR","2PPH","A","FD1","42","126"
"Q99759","X-ray diffraction","4Y5O","B","FD1","1","124"
"Q99759","X-ray diffraction","4YL6","B","FD1","1","22"
"P49257","X-ray diffraction","3A4U","A","FD1","31","285"
"P49257","X-ray diffraction","3LCP","A, B","FD1","32","277"
"P49257","X-ray diffraction","3WHT","A","FD1","31","269"
"P49257","X-ray diffraction","3WHU","A","FD1","31","269"
"P49257","X-ray diffraction","3WNX","A","FD1","31","269"
"P49257","X-ray diffraction","4GKX","A, B, C, D, E, F","FD1","31","270"
"P49257","X-ray diffraction","4GKY","A","FD1","31","270"
"P49257","X-ray diffraction","4YGB","A, C","FD1","31","269"
"P49257","X-ray diffraction","4YGC","A, C, E, G","FD1","31","269"
"P49257","X-ray diffraction","4YGD","A, C, E, G","FD1","31","269"
"P49257","X-ray diffraction","4YGE","A, C, E","FD1","31","269"
"Q9Y468","X-ray diffraction","1OYX","A, B, C","FD1","265","595"
"Q9Y468","X-ray diffraction","1OZ2","A","FD1","265","595"
"Q9Y468","X-ray diffraction","1OZ3","A, B, C","FD1","265","595"
"Q9Y468","X-ray diffraction","2PQW","A","FD1","268","590"
"Q9Y468","X-ray diffraction","2RHI","A","FD1","265","594"
"Q9Y468","X-ray diffraction","2RHU","A","FD1","274","587"
"Q9Y468","X-ray diffraction","2RHX","A","FD1","265","594"
"Q9Y468","X-ray diffraction","2RHY","A","FD1","274","587"
"Q9Y468","X-ray diffraction","2RHZ","A","FD1","274","587"
"Q9Y468","X-ray diffraction","2RI2","A","FD1","274","587"
"Q9Y468","X-ray diffraction","2RI3","A","FD1","274","587"
